Meal Names,Calories,Total Fat,Saturated Fat,Cholesterol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side, McDonald’s - English Muffin, Subway - 6"" B.L.T.",1570.0,56.5,13.0,85.0,62.0,201.0,2200.0,23.0,11.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, McDonald’s - Premium Caesar Salad (without chicken), Taco Bell - Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",1530.0,74.0,13.0,240.0,62.0,156.0,2250.0,16.0,8.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal",1575.0,61.5,25.5,270.0,86.0,167.0,2270.0,19.0,38.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - McRib ®",1785.0,79.0,18.0,180.0,66.0,205.0,2270.0,19.0,44.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1550.0,64.5,25.5,255.0,81.0,154.0,2245.0,17.0,23.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1580.0,80.0,35.0,315.0,79.0,136.0,2005.0,16.0,23.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side, Subway - Kids Mini Sub Veggie Delite, Taco Bell - Cheesy Toasted Breakfast Burrito – Bacon",1770.0,80.0,17.0,235.0,56.0,207.0,2010.0,20.0,11.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Cheese Quesadilla",1760.0,68.5,17.5,140.0,64.0,216.0,2225.0,27.0,22.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1570.0,64.0,20.5,210.0,74.0,172.0,1945.0,32.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Dairy Queen - Deluxe Double Cheeseburger, McDonald’s - Fruit & Maple Oatmeal",1550.0,73.0,30.0,320.0,84.0,128.0,2200.0,9.0,43.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1600.0,81.0,12.5,200.0,76.0,147.0,2295.0,26.0,20.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Sonic - Sonic Burger W/ Mayonnaise",1530.0,81.0,19.5,110.0,56.0,149.0,2120.0,19.0,26.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side",1755.0,70.0,18.0,135.0,75.0,209.0,2280.0,26.0,19.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1705.0,66.5,12.0,75.0,58.0,222.0,2075.0,27.0,26.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1505.0,74.0,23.5,275.0,81.0,132.0,2045.0,18.0,20.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Wendy’s - Jr. Bacon Cheeseburger, Wendy’s - Seasoned Home-Style Potatoes, Medium",1570.0,72.0,14.0,190.0,66.0,171.0,2280.0,16.0,9.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, McDonald’s - Fruit & Maple Oatmeal, Taco Bell - Nachos BellGrande® – Chicken",1660.0,71.5,21.0,150.0,61.0,191.0,1900.0,29.0,41.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1520.0,63.0,15.5,200.0,73.0,165.0,2225.0,28.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, McDonald’s - English Muffin, Taco Bell - Black Bean Chalupa – Online Exclusive",1530.0,60.5,7.5,75.0,57.0,191.0,1840.0,26.0,7.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, McDonald’s - Chicken McNuggets® (6 piece)",1590.0,77.0,9.0,195.0,68.0,161.0,2170.0,11.0,9.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - English Muffin",1715.0,71.5,17.5,185.0,73.0,191.0,1880.0,23.0,7.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Hotcakes",1680.0,63.0,10.0,270.0,86.0,203.0,2050.0,16.0,17.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips large - Side, Dairy Queen - Side Salad, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1660.0,68.5,12.0,190.0,56.0,209.0,2065.0,26.0,9.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top",1540.0,73.5,18.0,250.0,87.0,147.0,1930.0,23.0,20.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips large - Side",1870.0,82.0,20.0,225.0,82.0,211.0,2200.0,22.0,17.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - English Muffin",1510.0,59.0,12.0,145.0,63.0,176.0,2300.0,17.0,3.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Medium",1630.0,78.0,16.5,130.0,52.0,180.0,1770.0,15.0,17.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top",1510.0,67.5,20.5,285.0,80.0,145.0,1820.0,15.0,19.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1530.0,62.0,20.5,200.0,85.0,156.0,1955.0,27.0,22.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - English Muffin",1665.0,68.5,8.0,175.0,77.0,184.0,1930.0,26.0,4.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chips large - Side, Pizza Hut - Pan Pizza Slices Cheese Personal Pan",1595.0,71.0,12.5,140.0,56.0,189.0,2020.0,17.0,13.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips large - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - Black Forest Ham Salad",1690.0,66.0,17.0,185.0,69.0,213.0,2205.0,21.0,27.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",1810.0,78.0,19.0,305.0,85.0,188.0,2280.0,14.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, McDonald’s - Hotcakes, Taco Bell - Black Bean Chalupa – Specialties",1730.0,66.5,9.0,155.0,68.0,223.0,1930.0,25.0,20.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side",1790.0,79.0,10.5,235.0,78.0,194.0,2100.0,16.0,16.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, KFC - Drumstick, Wendy’s - Honey Butter Chicken Biscuit",1650.0,74.5,18.0,230.0,80.0,172.0,2290.0,18.0,12.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, McDonald’s - Fruit & Maple Oatmeal",1770.0,73.0,19.0,240.0,76.0,201.0,2030.0,18.0,35.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, McDonald’s - Premium Grilled Chicken Classic Sandwich",1650.0,52.5,7.5,155.0,72.0,220.0,2055.0,27.0,28.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, McDonald’s - Fruit & Maple Oatmeal, Sonic - Hatch Green Chile Cheeseburger",1550.0,67.5,27.0,195.0,75.0,158.0,2130.0,17.0,40.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal",1850.0,80.0,25.0,210.0,73.0,207.0,2160.0,17.0,36.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Taco Bell - Breakfast Crunchwrap – Bacon",1555.0,82.0,24.5,370.0,86.0,118.0,2290.0,13.0,7.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1670.0,70.0,14.5,255.0,73.0,186.0,1675.0,20.0,21.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",1665.0,76.0,10.0,280.0,87.0,167.0,1610.0,16.0,11.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, Sonic - Grilled Chicken Sandwich",1590.0,72.0,9.5,145.0,66.0,171.0,2270.0,15.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Hawaiian Chicken Large, Wendy’s - Artisan Egg Sandwich with Bacon",1540.0,67.0,16.0,400.0,76.0,168.0,2180.0,15.0,10.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, McDonald’s - Hotcakes",1710.0,68.0,14.0,210.0,77.0,203.0,2190.0,16.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1840.0,70.5,9.0,245.0,85.0,218.0,2265.0,22.0,23.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1515.0,77.0,32.0,210.0,68.0,134.0,2095.0,17.0,22.0
"Arbys - Chopped Side Salad, Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1730.0,79.0,12.0,125.0,52.0,205.0,1990.0,16.0,17.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",1645.0,72.5,8.0,65.0,57.0,198.0,2100.0,28.0,17.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1570.0,70.5,15.5,215.0,79.0,151.0,2285.0,25.0,20.0
"Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Taco Bell - Crunchy Taco Supreme®",1765.0,70.0,14.0,160.0,64.0,224.0,1955.0,23.0,22.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Wendy’s - Seasoned Home-Style Potatoes, Medium",1715.0,75.5,14.5,245.0,75.0,190.0,2140.0,22.0,8.0
"Burger King - CROISSAN’WICH® Egg & Cheese, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Hawaiian Chicken Small",1590.0,71.5,16.0,270.0,66.0,170.0,2220.0,20.0,7.0
"Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Sonic - Corn Dog",1715.0,69.0,13.5,155.0,61.0,222.0,2025.0,21.0,24.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, McDonald’s - Big N’ Tasty®, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1790.0,81.0,23.0,185.0,65.0,196.0,1895.0,17.0,29.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1520.0,73.0,31.0,270.0,76.0,132.0,2215.0,10.0,23.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, McDonald’s - English Muffin",1635.0,73.0,13.0,220.0,80.0,168.0,2030.0,16.0,7.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Sonic - Sonic Burger W/ Mayonnaise",1625.0,82.0,26.0,245.0,74.0,142.0,2245.0,10.0,27.0
"Burger King - Crispy Taco, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips large - Side, Wendy’s - Artisan Egg Sandwich with Bacon",1670.0,79.0,18.0,335.0,59.0,189.0,2230.0,19.0,9.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",1515.0,81.5,23.5,220.0,71.0,125.0,2200.0,21.0,15.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1850.0,74.5,13.5,185.0,80.0,214.0,2165.0,25.0,21.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, Pizza Hut - Pan Pizza Slices Pepperoni Lover’s® Personal Pan",1500.0,58.0,9.0,125.0,54.0,190.0,1990.0,15.0,35.0
