Meal Names,Calories,Total Fat,Saturated Fat,Cholesterol,Protein,Carbs,Sodium,Fiber,Sugars
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",1665.0,78.5,17.5,110.0,53.0,191.0,2020.0,23.0,24.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, McDonald’s - Ranch Snack Wrap® (Grilled)",1540.0,53.5,9.5,135.0,58.0,209.0,2230.0,19.0,39.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro",1785.0,65.0,14.0,195.0,89.0,217.0,2280.0,30.0,18.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",1560.0,73.5,22.5,245.0,77.0,142.0,2160.0,16.0,18.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, McDonald’s - Hotcakes, Subway - 6"" B.L.T.",1700.0,67.0,10.0,195.0,71.0,206.0,2160.0,18.0,21.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1945.0,73.0,19.0,245.0,82.0,244.0,2295.0,20.0,21.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1860.0,81.0,18.5,185.0,74.0,208.0,2190.0,24.0,17.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top, McDonald’s - Fruit & Maple Oatmeal",1560.0,73.0,27.0,340.0,86.0,145.0,1880.0,15.0,37.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1800.0,68.5,14.5,255.0,83.0,215.0,1725.0,27.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, McDonald’s - Fruit & Maple Oatmeal",1520.0,48.0,16.0,245.0,90.0,185.0,2070.0,26.0,37.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole - Top, McDonald’s - English Muffin",1525.0,75.5,12.0,250.0,88.0,135.0,2200.0,26.0,6.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",1525.0,70.5,17.5,190.0,79.0,151.0,2190.0,24.0,17.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1555.0,58.5,23.0,220.0,76.0,171.0,2200.0,20.0,37.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Guacomole (Side) - Top",1560.0,71.0,20.5,185.0,75.0,154.0,2290.0,28.0,14.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",1780.0,75.5,9.0,80.0,57.0,224.0,2260.0,26.0,23.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Subway - 6"" Tuna, Wendy’s - Fresh-Baked Biscuit with Applewood Smoked Bacon",1500.0,73.5,21.0,420.0,84.0,129.0,2300.0,17.0,12.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - 6"" Meatball Marinara",1705.0,69.0,17.0,105.0,59.0,213.0,2165.0,23.0,33.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Taco Bell - Cheesy Roll Up, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1580.0,65.5,14.0,255.0,71.0,182.0,2260.0,20.0,6.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",1505.0,64.0,20.0,230.0,80.0,155.0,1950.0,18.0,21.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",1560.0,61.0,20.0,230.0,86.0,165.0,2020.0,22.0,17.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips large - Side, McDonald’s - Premium Caesar Salad (without chicken), Wendy’s - Seasoned Home-Style Potatoes, Medium",1690.0,73.5,16.5,75.0,56.0,209.0,2180.0,28.0,9.0
"Burger King - Sausage Biscuit, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Hawaiian Chicken Small",1580.0,81.0,12.0,200.0,67.0,148.0,2210.0,12.0,4.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, McDonald’s - Fruit & Maple Oatmeal",1750.0,76.0,20.5,170.0,71.0,199.0,1930.0,20.0,36.0
"Burger King - Chicken Nuggets- 6pc, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Chips large - Side, McDonald’s - English Muffin",1610.0,72.0,11.0,115.0,52.0,187.0,2170.0,19.0,4.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1545.0,76.0,29.5,320.0,79.0,129.0,2145.0,12.0,23.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1825.0,81.5,16.5,220.0,77.0,194.0,2150.0,22.0,13.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1645.0,72.0,8.0,120.0,54.0,199.0,1995.0,23.0,28.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",1665.0,76.0,16.0,210.0,73.0,172.0,1950.0,19.0,14.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, McDonald’s - Hotcakes, Wendy’s - Apple Pecan Chicken Salad, Half Size",1710.0,67.5,9.5,155.0,67.0,214.0,2070.0,25.0,39.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side, Wendy’s - Seasoned Home-Style Potatoes, Medium",1740.0,80.5,18.5,185.0,66.0,189.0,2280.0,21.0,8.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, McDonald’s - Sausage McMuffin® with Egg, Pizza Hut - Hand Tossed Slices Pepperoni Small",1530.0,70.0,16.0,420.0,71.0,160.0,2220.0,13.0,6.0
"Burger King - CROISSAN’WICH® Sausage, Egg & Cheese, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top",1525.0,80.5,29.5,365.0,82.0,114.0,2150.0,17.0,7.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal",1775.0,72.0,15.5,230.0,72.0,207.0,2000.0,19.0,34.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal, Pizza Hut - Hand Tossed Slices Ultimate Cheese Lover’s® Medium",1500.0,58.0,15.0,100.0,51.0,196.0,1730.0,17.0,36.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, Dairy Queen - Corn Dog, Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage",1620.0,73.5,12.5,210.0,56.0,186.0,2110.0,22.0,12.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Pepperoni Lover’s® Large",1580.0,63.5,13.5,120.0,63.0,193.0,2130.0,24.0,17.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, McDonald’s - Egg McMuffin®",1620.0,70.0,16.5,405.0,76.0,171.0,2180.0,17.0,4.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Hotcakes and Sausage, Subway - 6"" BBQ Rib Sandwich",1580.0,68.5,24.0,255.0,82.0,162.0,2290.0,19.0,24.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, McDonald’s - Hotcakes, Taco Bell - Soft Taco Supreme – Specialties",1630.0,71.0,20.0,150.0,54.0,191.0,2170.0,15.0,19.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro",1520.0,68.0,20.5,190.0,83.0,150.0,2160.0,25.0,13.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Fruit & Maple Oatmeal",1590.0,72.5,23.0,230.0,75.0,159.0,2030.0,25.0,36.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Backyard BBQ Chicken Small, Taco Bell - Cheesy Toasted Breakfast Burrito – Bacon",1520.0,70.0,17.5,225.0,58.0,164.0,2290.0,14.0,9.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1665.0,74.5,14.0,190.0,75.0,182.0,1890.0,19.0,15.0
"Burger King - French Toast Sticks (5 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",1500.0,62.5,17.0,265.0,85.0,151.0,2220.0,15.0,18.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Taco Bell - Veggie Power Menu Bowl – Specialties",1505.0,55.0,10.0,105.0,48.0,204.0,2140.0,23.0,15.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - Hotcakes and Sausage",1635.0,78.5,21.5,255.0,85.0,156.0,2300.0,25.0,19.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, McDonald’s - Hotcakes and Sausage",1505.0,71.0,24.5,320.0,82.0,133.0,2020.0,10.0,18.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Wendy’s - Seasoned Home-Style Potatoes, Small",1805.0,79.5,14.0,220.0,85.0,189.0,2230.0,26.0,2.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal",1545.0,71.0,27.5,345.0,85.0,141.0,2050.0,12.0,37.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1850.0,73.0,16.0,185.0,79.0,223.0,2155.0,31.0,25.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side, Pizza Hut - Hand Tossed Slices Hawaiian Chicken Small, Taco Bell - Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",1780.0,77.0,13.5,265.0,70.0,207.0,2300.0,17.0,6.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1800.0,78.0,21.0,225.0,74.0,199.0,2125.0,19.0,22.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1675.0,63.0,16.0,200.0,68.0,208.0,2205.0,19.0,24.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips regular - Side, McDonald’s - English Muffin, Subway - 6"" Sweet Onion Chicken Teriyaki",1580.0,58.0,13.0,205.0,78.0,192.0,2130.0,17.0,22.0
"Arbys - Turkey 'n Cheese Slider, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side, McDonald’s - English Muffin",1660.0,73.0,16.0,190.0,67.0,189.0,1970.0,17.0,8.0
"Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top, McDonald’s - Hotcakes",1560.0,69.5,25.5,255.0,72.0,163.0,2170.0,19.0,25.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips large - Side, KFC - KENTUCKY GRILLED CHICKEN Whole Wing, McDonald’s - English Muffin",1580.0,66.5,13.5,110.0,59.0,188.0,1710.0,23.0,6.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Chips large - Side, McDonald’s - English Muffin, Pizza Hut - Hand Tossed Slices Veggie Lover’s® Medium",1680.0,67.0,18.0,170.0,65.0,208.0,2150.0,16.0,7.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Sonic - Jr. Deluxe Burger",1660.0,73.5,10.5,50.0,46.0,212.0,1745.0,27.0,29.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Chips large - Side, Pizza Hut - Hand Tossed Slices Veggie Lover’s® Small, Wendy’s - Sausage and Egg Burrito",1660.0,77.0,17.0,300.0,58.0,191.0,2220.0,18.0,7.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Pizza Hut - Pan Pizza Slices Pepperoni Large, Taco Bell - Cheesy Toasted Breakfast Burrito – Fiesta Potato (V)",1665.0,78.0,18.0,200.0,58.0,182.0,2270.0,16.0,6.0
"Chipotle - Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Sonic - Jalapeno Burger",1505.0,67.0,24.0,215.0,70.0,145.0,2205.0,12.0,26.0
"Burger King - CROISSAN’WICH® Egg & Cheese, Chipotle - Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side, Sonic - Corn Dog",1610.0,68.5,16.0,305.0,69.0,183.0,2240.0,19.0,11.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top, McDonald’s - English Muffin",1705.0,57.0,8.0,205.0,88.0,213.0,2080.0,31.0,5.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, McDonald’s - Hotcakes",1500.0,68.0,24.5,310.0,82.0,138.0,2220.0,7.0,18.0
"Burger King - French Toast Sticks (3 piece), Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side, Pizza Hut - Hand Tossed Slices  Buffalo Chicken Medium",1710.0,72.0,11.5,130.0,54.0,209.0,2280.0,16.0,11.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side",1835.0,81.0,17.5,190.0,69.0,211.0,1890.0,24.0,18.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side, Pizza Hut - Hand Tossed Slices Hawaiian Chicken Small, Wendy’s - Sausage Biscuit",1515.0,77.0,20.5,140.0,50.0,159.0,2260.0,13.0,9.0
"Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips regular - Side, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar",1635.0,57.5,9.0,215.0,75.0,211.0,2085.0,20.0,25.0
"Burger King - Kids Oatmeal, Chipotle - Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side, Taco Bell - Power Menu Bowl – Veggie",1505.0,55.0,10.0,105.0,48.0,204.0,2140.0,23.0,15.0
"Chipotle - Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top, McDonald’s - Fruit & Maple Oatmeal without Brown Sugar, Subway - Sausage Pizza",1585.0,63.0,20.0,235.0,85.0,179.0,2295.0,12.0,28.0
