Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",600.0,37.0,10.5,80.0,27.0,43.0,850.0,11.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",525.0,26.0,2.5,30.0,21.0,54.0,1490.0,5.0,7.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Side) - Top",700.0,45.0,8.5,90.0,27.0,46.0,1240.0,6.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",495.0,24.0,2.5,30.0,18.0,50.0,1490.0,6.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",670.0,33.0,10.0,185.0,49.0,47.0,1280.0,2.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top",565.0,22.5,8.0,65.0,34.0,54.0,1210.0,12.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Guacomole (Side) - Top",730.0,41.0,10.5,155.0,44.0,49.0,1220.0,7.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top",590.0,28.0,6.0,130.0,40.0,43.0,1270.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",700.0,42.0,14.5,180.0,36.0,39.0,850.0,4.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top",690.0,36.5,10.5,65.0,33.0,62.0,1420.0,12.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",720.0,47.0,16.0,165.0,39.0,39.0,710.0,9.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",630.0,23.5,10.5,95.0,41.0,63.0,1180.0,11.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",710.0,29.5,7.0,40.0,26.0,83.0,1400.0,13.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",485.0,23.0,3.5,110.0,30.0,35.0,1070.0,5.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Chips regular - Side",920.0,41.0,2.5,0.0,20.0,123.0,1290.0,13.0,8.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro",590.0,21.5,8.0,65.0,38.0,62.0,1140.0,9.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",410.0,10.0,3.0,80.0,26.0,50.0,1330.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1160.0,60.0,11.0,125.0,45.0,117.0,1260.0,15.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",635.0,25.0,8.5,165.0,42.0,56.0,1490.0,4.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",595.0,28.0,9.0,30.0,21.0,64.0,1410.0,7.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",595.0,23.0,5.5,100.0,38.0,57.0,1490.0,5.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",625.0,34.0,9.5,125.0,37.0,42.0,1280.0,4.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro",710.0,26.0,6.0,100.0,48.0,73.0,1160.0,18.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",520.0,25.0,10.5,95.0,32.0,39.0,1280.0,5.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",610.0,25.5,3.5,95.0,41.0,53.0,930.0,12.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips large - Side",1290.0,54.5,7.0,80.0,43.0,161.0,1130.0,23.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",535.0,30.0,13.0,105.0,28.0,35.0,740.0,3.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",415.0,11.0,3.0,65.0,29.0,51.0,1290.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",680.0,40.0,13.0,160.0,43.0,35.0,1180.0,3.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1100.0,41.5,4.0,125.0,54.0,135.0,1390.0,16.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top",875.0,65.0,11.5,65.0,30.0,46.0,1190.0,16.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",535.0,20.0,10.5,155.0,41.0,48.0,1460.0,2.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",610.0,38.0,9.5,0.0,15.0,58.0,1270.0,12.0,8.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",485.0,24.0,2.5,30.0,18.0,50.0,1200.0,5.0,7.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",595.0,21.5,8.0,65.0,38.0,63.0,1140.0,10.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",740.0,25.5,3.5,155.0,54.0,72.0,1310.0,11.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",630.0,29.0,9.5,185.0,46.0,47.0,1150.0,1.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Cheese - Top",600.0,21.5,3.5,110.0,39.0,59.0,920.0,11.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Cheese - Top",630.0,22.5,4.0,155.0,50.0,58.0,900.0,10.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips large - Side",1330.0,50.5,7.0,125.0,55.0,172.0,1460.0,19.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",520.0,20.0,10.0,95.0,34.0,51.0,1280.0,3.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",700.0,33.5,13.0,130.0,45.0,55.0,1200.0,11.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1040.0,47.0,9.0,165.0,45.0,111.0,920.0,9.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",595.0,17.5,3.5,125.0,43.0,70.0,1500.0,6.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips large - Side",1175.0,52.0,5.5,0.0,23.0,160.0,1500.0,16.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",460.0,14.5,3.5,65.0,31.0,54.0,1050.0,6.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",405.0,12.0,3.5,80.0,26.0,46.0,1220.0,5.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",495.0,22.5,8.0,65.0,29.0,46.0,780.0,7.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",600.0,24.5,7.0,40.0,22.0,73.0,1150.0,11.0,9.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",575.0,29.0,13.0,105.0,32.0,43.0,960.0,3.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",525.0,17.5,4.0,125.0,43.0,55.0,780.0,10.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",770.0,48.0,21.0,155.0,41.0,40.0,1190.0,3.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",515.0,11.5,3.0,80.0,33.0,66.0,1440.0,11.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",590.0,27.0,10.0,140.0,36.0,46.0,1120.0,2.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Chips regular - Side",1190.0,65.0,15.0,65.0,36.0,117.0,1400.0,15.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top",740.0,37.5,14.0,125.0,40.0,59.0,1460.0,5.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",810.0,59.0,7.0,80.0,28.0,46.0,1070.0,16.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",535.0,16.0,3.5,125.0,40.0,55.0,1410.0,5.0,0.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top",610.0,24.5,9.0,30.0,25.0,74.0,1370.0,12.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",595.0,29.0,13.0,130.0,38.0,45.0,1440.0,2.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",730.0,26.5,8.0,105.0,42.0,75.0,1370.0,12.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",510.0,20.0,8.0,105.0,31.0,49.0,1060.0,3.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",495.0,20.0,3.5,110.0,31.0,42.0,1260.0,4.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",495.0,15.5,2.0,0.0,20.0,71.0,1120.0,13.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top, Chipotle - Sour Cream - Top",590.0,33.0,8.5,135.0,35.0,34.0,750.0,4.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",505.0,15.0,3.0,80.0,29.0,56.0,1430.0,6.0,0.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Romaine Lettuce - Top",525.0,23.0,10.5,110.0,33.0,46.0,1060.0,4.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",485.0,25.0,8.5,105.0,29.0,34.0,560.0,5.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",615.0,16.5,3.0,80.0,37.0,77.0,1400.0,11.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",385.0,12.0,3.5,80.0,25.0,41.0,1070.0,4.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",555.0,16.5,3.5,65.0,39.0,64.0,1220.0,12.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top",730.0,29.5,9.0,140.0,43.0,70.0,1380.0,9.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",460.0,13.5,3.5,80.0,29.0,58.0,1000.0,7.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro",370.0,19.0,2.5,0.0,12.0,43.0,710.0,7.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",620.0,22.5,3.5,95.0,42.0,61.0,1120.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",570.0,27.0,10.5,140.0,35.0,43.0,1120.0,1.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",460.0,15.0,4.0,125.0,39.0,44.0,1290.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chips regular - Side",975.0,46.0,8.0,65.0,33.0,106.0,1390.0,11.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",480.0,20.0,6.0,100.0,34.0,42.0,1080.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",515.0,22.0,8.5,105.0,30.0,44.0,1300.0,4.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",480.0,18.0,5.5,100.0,34.0,46.0,1240.0,2.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",800.0,34.5,10.0,185.0,57.0,68.0,1490.0,10.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",660.0,27.5,8.0,95.0,41.0,58.0,1040.0,10.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Fresh Tomato Salsa - Top",485.0,20.0,6.0,100.0,33.0,41.0,1480.0,3.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",475.0,23.0,7.0,40.0,14.0,52.0,940.0,5.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side",1340.0,63.0,16.0,105.0,40.0,152.0,1420.0,12.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1100.0,57.0,11.0,140.0,41.0,105.0,1160.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Chips regular - Side",965.0,46.0,8.0,65.0,33.0,106.0,1100.0,10.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Romaine Lettuce - Top",565.0,16.5,4.0,125.0,47.0,62.0,1000.0,11.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",820.0,54.0,6.5,80.0,29.0,57.0,1420.0,14.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",520.0,25.0,11.0,155.0,41.0,38.0,710.0,4.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",420.0,13.0,4.0,125.0,36.0,40.0,1000.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Chips regular - Side",1050.0,42.5,4.0,125.0,50.0,124.0,910.0,17.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",420.0,11.0,3.5,125.0,36.0,44.0,1160.0,2.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top",845.0,57.0,7.0,65.0,32.0,55.0,1460.0,16.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",635.0,29.0,9.5,185.0,46.0,48.0,1150.0,2.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Guacomole - Top",980.0,58.5,7.5,125.0,48.0,73.0,1450.0,22.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Chips large - Side",1290.0,58.5,6.0,0.0,30.0,169.0,1360.0,25.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top",600.0,30.5,8.0,95.0,35.0,46.0,970.0,6.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",710.0,43.0,17.5,110.0,32.0,49.0,1140.0,9.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",555.0,20.5,2.0,0.0,19.0,76.0,1490.0,10.0,9.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",810.0,47.0,19.0,165.0,42.0,49.0,1450.0,2.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro",530.0,12.5,3.0,65.0,37.0,68.0,1240.0,11.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",410.0,16.0,3.5,65.0,27.0,39.0,1340.0,5.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top",670.0,34.5,9.5,140.0,37.0,53.0,1150.0,7.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",445.0,20.5,2.5,0.0,14.0,58.0,1150.0,9.0,11.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top",590.0,36.0,9.0,0.0,14.0,57.0,1280.0,10.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Side) - Top",680.0,29.5,9.0,140.0,38.0,64.0,1500.0,5.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1070.0,50.0,12.5,105.0,36.0,115.0,1220.0,8.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Chips large - Side",1260.0,55.5,7.0,65.0,41.0,157.0,1450.0,18.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top",815.0,59.0,7.0,80.0,28.0,47.0,1070.0,17.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Chips regular - Side",940.0,38.0,3.5,65.0,36.0,116.0,1260.0,11.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",560.0,24.0,7.5,95.0,33.0,45.0,1490.0,2.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro",490.0,17.5,2.5,0.0,20.0,67.0,960.0,12.0,7.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Guacomole (Side) - Top",670.0,39.5,9.5,0.0,17.0,69.0,1450.0,14.0,10.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",640.0,25.0,10.5,155.0,46.0,59.0,1310.0,4.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",660.0,17.0,3.5,80.0,44.0,84.0,1230.0,18.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Side) - Top",730.0,31.5,9.5,140.0,43.0,66.0,1220.0,10.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Romaine Lettuce - Top",445.0,13.5,3.5,80.0,28.0,54.0,850.0,7.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",560.0,26.5,8.5,105.0,32.0,49.0,890.0,7.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",615.0,25.0,8.0,105.0,34.0,58.0,1420.0,4.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",620.0,23.5,8.5,105.0,38.0,62.0,960.0,10.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",490.0,11.5,3.0,80.0,33.0,62.0,890.0,10.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",560.0,22.5,10.5,110.0,33.0,57.0,1100.0,6.0,5.0
