Combinations,Calories,Total Fat,Saturated Fat,Cholestorol,Protein,Carbs,Sodium,Fiber,Sugars
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",460.0,15.0,4.0,125.0,39.0,45.0,1340.0,4.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Sour Cream - Top",535.0,23.0,8.5,120.0,30.0,47.0,1390.0,4.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Fresh Tomato Salsa - Top",425.0,14.0,3.5,80.0,28.0,45.0,1360.0,4.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",385.0,19.0,2.5,0.0,11.0,43.0,1060.0,8.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole (Side) - Top",720.0,35.5,10.5,80.0,35.0,66.0,1100.0,17.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole - Top",885.0,65.0,11.5,65.0,30.0,49.0,1450.0,15.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1280.0,56.0,6.5,110.0,42.0,152.0,1460.0,13.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Guacomole (Side) - Top",680.0,45.0,13.0,100.0,34.0,38.0,1110.0,9.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Chips large - Side",1360.0,57.5,11.5,65.0,46.0,167.0,1440.0,21.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",620.0,30.0,11.0,185.0,47.0,41.0,940.0,2.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",800.0,54.0,20.0,130.0,39.0,42.0,1360.0,9.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carne Asada - Pro",580.0,24.5,6.0,100.0,40.0,52.0,950.0,10.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Queso Blanco - Top",830.0,52.0,15.5,200.0,44.0,44.0,1310.0,5.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",665.0,34.0,13.5,125.0,37.0,48.0,1290.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",535.0,24.0,7.5,95.0,33.0,42.0,990.0,2.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Cheese - Top",490.0,27.0,2.5,30.0,17.0,43.0,1250.0,7.0,5.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco - Top",870.0,50.0,16.0,245.0,56.0,50.0,1480.0,3.0,5.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",610.0,18.0,3.5,80.0,40.0,73.0,750.0,19.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1010.0,48.0,7.0,40.0,21.0,124.0,1330.0,11.0,8.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top",590.0,29.0,11.0,140.0,36.0,44.0,1110.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",480.0,28.0,7.5,40.0,14.0,45.0,740.0,7.0,9.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",600.0,17.5,3.5,125.0,44.0,71.0,1390.0,7.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top, Chipotle - Queso Blanco (Side) - Top",750.0,40.0,17.0,215.0,51.0,47.0,1240.0,2.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",605.0,21.5,8.0,65.0,38.0,65.0,1400.0,10.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",620.0,31.0,16.0,195.0,43.0,42.0,780.0,2.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",515.0,12.5,3.0,65.0,36.0,64.0,1090.0,11.0,1.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro",670.0,24.0,8.0,65.0,42.0,72.0,870.0,18.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",510.0,11.5,3.0,80.0,34.0,68.0,1040.0,10.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",720.0,25.5,10.0,110.0,42.0,77.0,1390.0,11.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",500.0,15.5,3.5,80.0,32.0,62.0,1290.0,7.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",570.0,26.5,10.5,95.0,35.0,51.0,1110.0,7.0,5.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",600.0,14.0,3.5,125.0,47.0,78.0,1200.0,11.0,6.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",395.0,16.0,2.5,0.0,12.0,50.0,1250.0,7.0,5.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",530.0,16.0,3.5,125.0,40.0,54.0,1410.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Side) - Top, Chipotle - Romaine Lettuce - Top",655.0,39.0,14.0,125.0,36.0,37.0,940.0,4.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Romaine Lettuce - Top",585.0,41.0,9.5,0.0,13.0,47.0,930.0,13.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Queso Blanco (Entree) - Top",470.0,28.0,9.5,30.0,16.0,42.0,810.0,6.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Guacomole (Side) - Top",690.0,40.0,12.5,100.0,35.0,49.0,1460.0,7.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",420.0,18.0,2.5,0.0,15.0,54.0,1300.0,6.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",455.0,16.0,7.5,65.0,27.0,45.0,1300.0,3.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",510.0,16.5,3.5,80.0,32.0,56.0,1040.0,12.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro",610.0,21.5,6.0,100.0,42.0,64.0,1290.0,10.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",440.0,15.0,3.5,65.0,31.0,47.0,1270.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips regular - Side",1010.0,46.0,8.5,120.0,34.0,112.0,940.0,10.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",555.0,19.5,8.0,65.0,35.0,59.0,850.0,10.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top",525.0,17.5,3.5,65.0,35.0,57.0,1290.0,12.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Romaine Lettuce - Top",380.0,19.0,2.5,0.0,11.0,43.0,1110.0,8.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Guacomole (Side) - Top",595.0,37.0,10.5,80.0,26.0,42.0,960.0,10.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Side) - Top",645.0,29.0,9.5,185.0,46.0,51.0,1410.0,1.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",610.0,20.5,10.0,110.0,38.0,67.0,1140.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Sofritas - Pro, Chipotle - Cheese - Top, Chipotle - Chips regular - Side",1000.0,52.0,2.5,30.0,24.0,112.0,1140.0,13.0,6.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro",680.0,22.5,7.5,65.0,40.0,76.0,1410.0,12.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",400.0,11.0,3.0,65.0,28.0,47.0,1140.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",495.0,21.0,10.5,110.0,30.0,45.0,1030.0,3.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",550.0,24.5,6.0,100.0,36.0,51.0,1220.0,7.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Cheese - Top",580.0,20.5,3.5,155.0,45.0,57.0,1180.0,4.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",435.0,14.0,3.5,80.0,29.0,50.0,1220.0,4.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",780.0,46.0,18.0,155.0,46.0,52.0,1410.0,8.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",575.0,16.5,4.0,125.0,47.0,65.0,1260.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Chips large - Side",1240.0,59.0,11.5,65.0,38.0,144.0,1190.0,15.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top",520.0,22.0,9.0,165.0,39.0,43.0,680.0,3.0,4.0
"Chipotle - Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Cheese - Top",585.0,28.0,8.0,95.0,36.0,45.0,1380.0,2.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",560.0,22.0,2.5,0.0,22.0,75.0,1100.0,17.0,10.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Steak - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",465.0,24.0,8.5,120.0,26.0,33.0,360.0,5.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",470.0,17.5,3.5,65.0,31.0,52.0,1010.0,8.0,6.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole (Side) - Top",700.0,45.0,14.0,40.0,16.0,59.0,1310.0,10.0,8.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top",435.0,21.0,8.0,65.0,27.0,35.0,600.0,5.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Romaine Lettuce - Top",425.0,18.0,2.5,0.0,16.0,55.0,1190.0,7.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top, Chipotle - Queso Blanco (Entree) - Top",770.0,47.0,21.5,95.0,34.0,52.0,1420.0,7.0,2.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",625.0,17.5,3.0,65.0,40.0,74.0,1340.0,13.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro",630.0,17.5,3.5,125.0,48.0,72.0,1120.0,10.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Guacomole - Top",960.0,64.0,12.0,165.0,42.0,58.0,1430.0,13.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Romaine Lettuce - Top",645.0,29.0,7.5,95.0,37.0,52.0,1240.0,4.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carnitas - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Cheese - Top",545.0,29.0,8.0,95.0,32.0,34.0,1190.0,4.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Sour Cream - Top, Chipotle - Chips large - Side",1340.0,65.0,16.5,105.0,40.0,148.0,1260.0,13.0,4.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",660.0,25.5,7.5,95.0,41.0,63.0,1200.0,8.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Sour Cream - Top",620.0,21.5,8.0,105.0,38.0,65.0,1120.0,10.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Tomatillo-Green Chili Salsa - Top",475.0,17.5,4.0,125.0,38.0,49.0,900.0,6.0,6.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro",530.0,15.5,3.5,80.0,36.0,63.0,1020.0,10.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Roasted Chili-Corn Salsa - Top",495.0,14.5,4.0,125.0,39.0,56.0,1380.0,6.0,5.0
"Chipotle - Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Entree) - Top",660.0,33.0,16.0,195.0,46.0,46.0,1070.0,2.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Cheese - Top, Chipotle - Chips large - Side",1300.0,62.0,7.5,155.0,52.0,140.0,1090.0,14.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",620.0,17.0,2.0,0.0,28.0,92.0,1330.0,19.0,8.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Roasted Chili-Corn Salsa - Top",680.0,18.0,3.0,80.0,40.0,89.0,1470.0,14.0,6.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",495.0,16.5,3.5,80.0,32.0,56.0,800.0,11.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",490.0,24.0,10.5,110.0,30.0,39.0,730.0,5.0,3.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Barbacoa - Pro, Chipotle - Romaine Lettuce - Top",495.0,16.0,3.0,65.0,32.0,53.0,1130.0,5.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Guacomole (Side) - Top",770.0,44.5,15.0,65.0,36.0,58.0,1030.0,17.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top",415.0,11.0,3.5,125.0,36.0,44.0,1210.0,2.0,1.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Roasted Chili-Corn Salsa - Top, Chipotle - Sour Cream - Top",550.0,24.5,7.0,40.0,17.0,67.0,1270.0,7.0,11.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Queso Blanco (Entree) - Top",535.0,22.0,11.0,155.0,41.0,44.0,1300.0,3.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Steak - Pro, Chipotle - Guacomole - Top, Chipotle - Romaine Lettuce - Top",825.0,54.0,6.5,80.0,29.0,58.0,1420.0,15.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",440.0,16.0,7.5,65.0,27.0,45.0,1060.0,2.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Black Beans - Top, Chipotle - Barbacoa - Pro, Chipotle - Queso Blanco (Entree) - Top",630.0,21.5,10.0,95.0,41.0,68.0,1340.0,9.0,3.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Carnitas - Pro, Chipotle - Queso Blanco (Entree) - Top",710.0,30.5,15.0,95.0,43.0,66.0,1390.0,9.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Romaine Lettuce - Top",455.0,23.0,6.0,100.0,32.0,31.0,740.0,4.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top, Chipotle - Queso Blanco (Entree) - Top",650.0,35.0,15.0,125.0,38.0,41.0,1080.0,2.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Queso Blanco (Entree) - Top",610.0,22.5,10.5,110.0,38.0,62.0,980.0,11.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro",530.0,15.5,3.5,80.0,36.0,62.0,1020.0,11.0,1.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Romaine Lettuce - Top",605.0,16.5,3.0,80.0,37.0,73.0,1140.0,13.0,1.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Romaine Lettuce - Top",480.0,20.0,6.0,100.0,33.0,42.0,1190.0,3.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Cheese - Top",530.0,24.0,7.5,95.0,33.0,41.0,990.0,1.0,0.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top",395.0,16.0,4.0,125.0,35.0,33.0,570.0,3.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top",470.0,25.0,7.5,40.0,14.0,47.0,780.0,5.0,7.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Carne Asada - Pro, Chipotle - Queso Blanco (Entree) - Top",600.0,27.0,12.5,130.0,39.0,50.0,1490.0,2.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carnitas - Pro, Chipotle - Romaine Lettuce - Top, Chipotle - Chips regular - Side",965.0,41.0,7.5,65.0,34.0,114.0,1190.0,9.0,1.0
"Chipotle - Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Cheese - Top",530.0,23.0,3.5,95.0,37.0,43.0,1200.0,3.0,0.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro",510.0,13.5,3.5,80.0,34.0,63.0,880.0,12.0,3.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",950.0,57.5,7.0,80.0,37.0,74.0,1470.0,23.0,3.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Barbacoa - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top",420.0,16.0,3.5,65.0,28.0,40.0,1180.0,6.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",840.0,56.0,7.0,80.0,30.0,58.0,1410.0,16.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Sofritas - Pro, Chipotle - Chips large - Side",1190.0,54.0,6.0,0.0,24.0,160.0,1490.0,17.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Sofritas - Pro, Chipotle - Fresh Tomato Salsa - Top",505.0,20.5,2.5,0.0,19.0,64.0,1320.0,14.0,8.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Carne Asada - Pro, Chipotle - Cheese - Top",570.0,26.0,5.5,130.0,39.0,42.0,1280.0,1.0,0.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Side) - Top",800.0,34.5,10.0,185.0,57.0,69.0,1490.0,9.0,4.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Sofritas - Pro, Chipotle - Sour Cream - Top, Chipotle - Queso Blanco (Side) - Top",710.0,43.0,13.5,100.0,24.0,54.0,1270.0,5.0,9.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Carne Asada - Pro, Chipotle - Sour Cream - Top, Chipotle - Romaine Lettuce - Top",565.0,32.0,11.0,140.0,34.0,33.0,770.0,4.0,2.0
"Chipotle - Cilantro-Lime Brown Rice - Carb, Chipotle - Steak - Pro, Chipotle - Tomatillo-Green Chili Salsa - Top, Chipotle - Sour Cream - Top",485.0,21.0,8.5,120.0,27.0,43.0,810.0,3.0,4.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Fajita Vegetables - Top, Chipotle - Steak - Pro, Chipotle - Guacomole - Top",830.0,59.0,7.0,80.0,29.0,51.0,1220.0,17.0,4.0
"Chipotle - Tortilla burrito - Carb, Chipotle - Black Beans - Top, Chipotle - Chicken - Pro, Chipotle - Queso Blanco (Entree) - Top",750.0,26.5,10.5,155.0,53.0,76.0,1370.0,10.0,3.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Pinto Beans - Top, Chipotle - Steak - Pro, Chipotle - Chips regular - Side",1030.0,36.5,3.0,80.0,40.0,135.0,1280.0,17.0,2.0
"Chipotle - Crispy Corn Tortilla taco - Carb, Chipotle - Barbacoa - Pro, Chipotle - Fresh Tomato Salsa - Top, Chipotle - Chips regular - Side",935.0,41.0,3.5,65.0,34.0,108.0,1470.0,12.0,2.0
"Chipotle - Cilantro-Lime White Rice - Carb, Chipotle - Chicken - Pro, Chipotle - Tomatillo-Red Chili Salsa - Top, Chipotle - Sour Cream - Top",530.0,20.0,8.5,165.0,38.0,46.0,1190.0,2.0,2.0
"Chipotle - Tortilla taco - Carb, Chipotle - Black Beans - Top, Chipotle - Pinto Beans - Top, Chipotle - Sofritas - Pro",660.0,21.0,2.5,0.0,31.0,92.0,1460.0,20.0,8.0
